HB2014Name,GPPracticeName,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,9
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Lothian,NIDDRIE MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Lothian,NIDDRIE MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,1
NHS Lothian,NIDDRIE MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,9
NHS Lothian,NIDDRIE MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,8
NHS Lothian,NIDDRIE MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,9
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,5
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,4
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,0
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,9
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,1
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,3
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,8
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,3
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,1
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,3
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Lanarkshire,THE STONELAW PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Lanarkshire,THE STONELAW PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Lanarkshire,THE STONELAW PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Lanarkshire,THE STONELAW PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Lanarkshire,THE STONELAW PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Grampian,NEW DYCE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,NEW DYCE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Grampian,NEW DYCE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Grampian,NEW DYCE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Grampian,NEW DYCE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Highland,RIVERBANK SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Highland,RIVERBANK SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Highland,RIVERBANK SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Highland,RIVERBANK SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Highland,RIVERBANK SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Shetland,WALLS HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,1
NHS Shetland,WALLS HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Shetland,WALLS HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Shetland,WALLS HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,2
NHS Shetland,WALLS HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Fife,BURNTISLAND MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,BURNTISLAND MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,BURNTISLAND MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,BURNTISLAND MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,BURNTISLAND MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Fife,COWDENBEATH SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,COWDENBEATH SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,COWDENBEATH SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,COWDENBEATH SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,COWDENBEATH SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Grampian,ELMBANK GROUP PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Grampian,ELMBANK GROUP PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,4
NHS Grampian,ELMBANK GROUP PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Grampian,ELMBANK GROUP PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Grampian,ELMBANK GROUP PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,9
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,2
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,7
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,4
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,0
NHS Lanarkshire,DR C M MCCANN,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Lanarkshire,DR C M MCCANN,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Lanarkshire,DR C M MCCANN,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Lanarkshire,DR C M MCCANN,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Lanarkshire,DR C M MCCANN,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Fife,BANK STREET MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,BANK STREET MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,BANK STREET MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,BANK STREET MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,BANK STREET MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,6
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,6
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,7
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,7
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,0
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Orkney,DOUNBY SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Orkney,DOUNBY SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Orkney,DOUNBY SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Orkney,DOUNBY SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Orkney,DOUNBY SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Lanarkshire,STEPPS SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Lanarkshire,STEPPS SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Lanarkshire,STEPPS SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Lanarkshire,STEPPS SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Lanarkshire,STEPPS SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Orkney,ORCADES PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Orkney,ORCADES PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Orkney,ORCADES PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Orkney,ORCADES PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Orkney,ORCADES PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Orkney,SKERRYVORE PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Orkney,SKERRYVORE PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Orkney,SKERRYVORE PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Orkney,SKERRYVORE PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Orkney,SKERRYVORE PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Fife,SKEITH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Fife,SKEITH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Fife,SKEITH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Fife,SKEITH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Fife,SKEITH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,THE RICHMOND PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Forth Valley,THE RICHMOND PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Forth Valley,THE RICHMOND PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Forth Valley,THE RICHMOND PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Forth Valley,THE RICHMOND PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Highland,LYBSTER MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Highland,LYBSTER MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Highland,LYBSTER MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Highland,LYBSTER MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Highland,LYBSTER MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,5
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,5
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,4
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,9
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Orkney,ORCADES PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Orkney,ORCADES PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,5
NHS Orkney,ORCADES PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Orkney,ORCADES PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Orkney,ORCADES PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
